Rank,Author,Solved,Penalty,1001,1002,1003,1004,1005,1006,1007,1008,1009,1010,1011,1012,1013
729,"team0407 CUIT04 成都信息工程大学",1,01:06:23,"00:46:23 (-1)",,(-3),,,,,,,(-2),,,
730,"team0856 粑粑超人 沈阳理工大学",1,01:08:00,"00:28:00 (-2)",,,,,,,,,(-5),,,
731,"team0742 hziee2 杭州电子科技大学信息工程学院",1,01:09:11,"00:29:11 (-2)",,,,,,,,,(-6),,,
732,"team0342 华侨大学境外生队 华侨大学",1,01:09:54,"00:49:54 (-1)",,,,,,,,,(-3),,,
733,"team0848 北化7队 北京化工大学",1,01:11:50,"00:31:50 (-2)",,,(-1),(-3),(-7),,,,(-7),,,
734,"team0490 开心超人队 重庆第二师范学院",1,01:16:26,"00:36:26 (-2)",,,,,,,,,(-1),,,
735,"team0261 曼波大战哈姆莱特 东北大学秦皇岛分校",1,01:17:03,"00:37:03 (-2)",,,,,,,,,(-3),,,
736,"team0688 njusz03 南京大学苏州校区",1,01:17:20,"00:57:20 (-1)",,,,,,,,,,,,
737,"team0072 南苑七队 河南工程学院",1,01:18:01,"00:38:01 (-2)",,,,,,,,,,,,
738,"team0477 njupt26t17 南京邮电大学",1,01:19:19,"00:59:19 (-1)",,(-4),,,,,,,(-7),,,
739,"team0743 hziee3 杭州电子科技大学信息工程学院",1,01:21:23,"00:41:23 (-2)",,,,,,,,,(-8),,,
740,"team0949 拾光小队 郑州科技学院",1,01:22:25,"01:02:25 (-1)",,,,,,,,,,,,
741,"team0868 SHU06 上海大学",1,01:31:47,"00:51:47 (-2)",,,,,,,,,(-5),,,
742,"team0421 HZCU07 浙大城市学院",1,01:35:11,"00:35:11 (-3)",,,,,,,,,(-5),,,
743,"team0334 cumt7 中国矿业大学",1,01:38:05,"00:58:05 (-2)",,,,,(-2),,,,(-4),,,
744,"team0351 SSL09 东莞市东莞中学松山湖学校",1,01:38:21,"00:38:21 (-3)",,,(-3),,,,,,(-4),,,
745,"team0102 丽水学院1 丽水学院",1,01:38:42,"00:58:42 (-2)",,,,,,,,,(-2),,,
746,"team0730 Lacrimosa 重庆大学",1,01:42:25,01:42:25,,,,,,,,,,,,
747,"team0242 NUIST_腐化 南京信息工程大学",1,01:44:44,"00:44:44 (-3)",,,,,,,,,(-16),,,
748,"team0377 青科一队 青岛科技大学",1,01:45:13,"00:25:13 (-4)",,,,,(-3),,,,(-12),,,
749,"team0984 保定学院1队 保定学院",1,01:45:26,"00:25:26 (-4)",,,,,,,,,(-8),,,
750,"team0890 你愿意陪我去看海吗 河北科技师范学院",1,01:46:35,"00:46:35 (-3)",,,,,,,,,(-2),,,
751,"team0036 说好的来旅游呢 东北师范大学",1,01:49:53,"01:09:53 (-2)",,,,,,,,,,,,
752,"team0952 洛克王国 郑州科技学院",1,01:50:32,"01:10:32 (-2)",,,,,,,,,,,,
753,"team0608 郑州师院1队 郑州师范学院",1,01:50:59,"01:30:59 (-1)",,,,,(-2),,,,(-14),,,
754,"team0677 我们是最棒的小羊 浙江科技大学",1,01:57:58,"00:57:58 (-3)",,,,,(-1),,,,(-6),,,
755,"team0267 秦汉 西藏民族大学",1,02:02:51,"00:42:51 (-4)",,,,,,,,,(-6),,,
756,"team0963 ZCMU03 浙江中医药大学",1,02:04:57,02:04:57,,,,,,,,,,,,
757,"team0396 SUSE-UPUP 四川轻化工大学",1,02:05:12,"00:45:12 (-4)",,(-1),,,,,,,(-12),,,
758,"team0172 藍二橋 重庆邮电大学",1,02:08:07,"01:08:07 (-3)",,,,,,,,,(-12),,,
759,"team0070 南苑五队 河南工程学院",1,02:08:49,"00:48:49 (-4)",,,,,,,,,(-4),,,
760,"team0479 njupt26t19 南京邮电大学",1,02:12:50,"01:32:50 (-2)",,(-3),,,(-3),,,,(-3),,,
761,"team0409 CUIT06 成都信息工程大学",1,02:14:04,"01:54:04 (-1)",,,,,,,,,,,,
762,"team0408 CUIT05 成都信息工程大学",1,02:19:35,"01:39:35 (-2)",,(-1),,,(-3),,,,(-7),,,
763,"team0404 CUIT01 成都信息工程大学",1,02:20:11,"01:00:11 (-4)",,,,,,,,,(-10),,,
764,"team0950 博学笃行明德至善 郑州科技学院",1,02:23:58,02:23:58,,,,,,,,,,,,
765,"team0050 #define_WA_AC 天津工业大学",1,02:26:14,"01:06:14 (-4)",,,(-1),,(-7),,,,(-13),,,
766,"team0839 广州华商1队 广州华商学院",1,02:26:41,02:26:41,,,,,,,,,(-2),,,
767,"team0478 njupt26t18 南京邮电大学",1,02:29:36,"01:29:36 (-3)",,,(-8),,(-4),,,,(-12),,,
768,"team0299 鸟之诗 成都理工大学",1,02:30:03,"00:50:03 (-5)",,,,,,,,,(-4),,,
769,"team0324 acm2 湖北文理学院",1,02:31:31,"02:11:31 (-1)",,,,,,,,,,,,
770,"team0257 男人一生只wa十八次 中国地质大学（北京）",1,02:36:02,"01:16:02 (-4)",,,,,,,,,,,,
771,"team0580 YWZX10 义乌中学",1,02:36:07,,,,"02:16:07 (-1)",,,,,,,,,
772,"team0176 湖州师大3队 湖州师范大学",1,02:36:13,"01:16:13 (-4)",,,,,,,,,(-2),,,
773,"team0867 SHU05 上海大学",1,02:41:14,"01:41:14 (-3)",,,,,,,,,(-1),,,
774,"team0178 雏鹰终将飞向蓝天 重庆工程学院",1,02:43:15,"01:03:15 (-5)",,,,,,,,,(-4),,,
775,"team0071 南苑六队 河南工程学院",1,02:44:52,"01:04:52 (-5)",,,,,,,,,(-1),,,
776,"team0738 南昌理工学院6队 南昌理工学院",1,03:03:36,"02:03:36 (-3)",,,,,,,,,(-1),,,
777,"team0119 闽南师大一队 闽南师范大学",1,03:10:06,"02:50:06 (-1)",,,,,,,,,,,,
778,"team0422 骐骥驰骋 大连工程学院",1,03:24:52,"01:44:52 (-5)",,,,,,,,,,,,
779,"team0294 BHU-T2 北华大学",1,03:29:31,"03:09:31 (-1)",,,,,,,,,,,,
780,"team0951 凌云战队 郑州科技学院",1,03:37:16,"02:17:16 (-4)",,,,,,,,,,,,
781,"team0817 nbu9 宁波大学",1,03:37:50,"02:17:50 (-4)",,,,,,,,,(-13),,,
782,"team0877 NUAA05 南京航空航天大学",1,03:38:43,"02:38:43 (-3)",,,,,,,,,,,,
783,"team0870 SHU08 上海大学",1,03:45:19,"01:45:19 (-6)",,,,,,,,,,,,
784,"team0684 三题就下班 浙江科技大学",1,03:48:32,"01:48:32 (-6)",,,,,,,,,(-1),,,
785,"team0725 我的刀队 云南大学",1,03:58:18,"02:58:18 (-3)",,,,,(-1),,,,,,,
786,"team0861 HZCU08 浙大城市学院",1,04:04:39,"01:04:39 (-9)",,,,,,,,,(-3),,,
787,"team0988 *** 西南科技大学",1,04:34:33,"04:14:33 (-1)",,,,,,,,,,,,
788,"team0872 SHU10 上海大学",1,04:46:34,"02:46:34 (-6)",,,,,,,,,(-1),,,
789,"team0678 这里还有人类吗 浙江科技大学",1,05:22:10,"02:22:10 (-9)",,,,,(-2),,,,(-3),,,
790,"team0886 所有题目全部答队 山东大学",1,05:58:07,(-17),,,,,,,,,"03:58:07 (-6)",,,
791,"team0824 古法编程非遗传承人 华中科技大学",1,06:54:50,"04:34:50 (-7)",,,,,,,,,,,,
792,"team0001 逐花归海 上海工程技术大学",0,00:00:00,,,,,,,,,,,,,
793,"team0007 广铁一中 广州市铁一中学",0,00:00:00,,,,,,,,,,,,,
794,"team0008 peach 广州市第六中学",0,00:00:00,,,,,,,,,,,,,
795,"team0017 特殊符号 个人训练",0,00:00:00,,,,,,,,,,,,,
796,"team0038 华东师大二附中一队 华东师范大学第二附属中学",0,00:00:00,,,,,,,,,,,,,
797,"team0053 哀兵 兰州大学",0,00:00:00,,,,,,,,,,,,,
798,"team0056 gokugogo 个人训练",0,00:00:00,,,,,,,,,,,,,
799,"team0101 正着活，反着魔 北京邮电大学",0,00:00:00,,,,,,,,,,,,,
800,"team0116 mex{fe/cu/ag} 华东师范大学",0,00:00:00,,,,,,,,,,,,,
801,"team0121 红烧基米饭 新疆大学",0,00:00:00,,,,,,,,,,,,,
802,"team0124 时间复杂度 厦门大学马来西亚分校",0,00:00:00,,,,,,,,,,,,,
803,"team0128 贵州大学 贵州大学",0,00:00:00,,,,,,,,,,,,,
804,"team0138 可燃冰红茶 河北师范大学",0,00:00:00,,,,,,,,,,,,,
805,"team0143 南方科技大学1队 南方科技大学",0,00:00:00,,,,,,,,,,,,,
806,"team0146 南方科技大学4队 南方科技大学",0,00:00:00,,,,,,,,,,,,,
807,"team0147 南方科技大学5队 南方科技大学",0,00:00:00,,,,,,,,,,,,,
808,"team0148 南方科技大学6队 南方科技大学",0,00:00:00,,,,,,,,,,,,,
809,"team0186 遵纪守法好公民 中国传媒大学",0,00:00:00,,,,,,,,,,,,,
810,"team0211 HITS001 哈尔滨工业大学",0,00:00:00,,,,,,,,,,,,,
811,"team0214 HITS004 哈尔滨工业大学",0,00:00:00,,,,,,,,,,,,,
812,"team0217 低调的黑客 大连理工大学",0,00:00:00,,,,,,,,,,,,,
813,"team0220 育英1队 浙江育英职业技术学院",0,00:00:00,,,,,,,,,,,,,
814,"team0222 育英3队 浙江育英职业技术学院",0,00:00:00,,,,,,,,,,,,,
815,"team0248 我也想AC 南京农业大学",0,00:00:00,,,,,,,,,,,,,
816,"team0276 拼好队 中国地质大学（武汉）",0,00:00:00,,,,,,,,,,,,,
817,"team0277 ACM自动寄 中国地质大学（武汉）",0,00:00:00,,,,,,,,,,,,,
818,"team0281 封榜后我们将疯狂AC 南京邮电大学通达学院",0,00:00:00,,,,,,,,,,,,,
819,"team0282 绝对暴力 南京邮电大学通达学院",0,00:00:00,,,,,,,,,,,,,
820,"team0284 国防科大一队 国防科技大学",0,00:00:00,,,,,,,,,,,,,
821,"team0285 国防科大二队 国防科技大学",0,00:00:00,,,,,,,,,,,,,
822,"team0286 国防科大三队 国防科技大学",0,00:00:00,,,,,,,,,,,,,
823,"team0287 国防科大四队 国防科技大学",0,00:00:00,,,,,,,,,,,,,
824,"team0288 国防科大五队 国防科技大学",0,00:00:00,,,,,,,,,,,,,
825,"team0300 这么强强么这 成都理工大学",0,00:00:00,,,,,,,,,,,,,
826,"team0301 随缘小分队 成都理工大学",0,00:00:00,,,,,,,,,,,,,
827,"team0304 河工一队 河南工程学院",0,00:00:00,,,,,,,,,,,,,
828,"team0306 华附1队 华南师范大学附属中学",0,00:00:00,,,,,,,,,,,,,
829,"team0307 华附2队 华南师范大学附属中学",0,00:00:00,,,,,,,,,,,,,
830,"team0311 华附6队 华南师范大学附属中学",0,00:00:00,,,,,,,,,,,,,
831,"team0312 华附7队 华南师范大学附属中学",0,00:00:00,,,,,,,,,,,,,
832,"team0313 华附8队 华南师范大学附属中学",0,00:00:00,,,,,,,,,,,,,
833,"team0315 华附10队 华南师范大学附属中学",0,00:00:00,,,,,,,,,,,,,
834,"team0316 华附11队 华南师范大学附属中学",0,00:00:00,,,,,,,,,,,,,
835,"team0318 华附13队 华南师范大学附属中学",0,00:00:00,,,,,,,,,,,,,
836,"team0319 华附14队 华南师范大学附属中学",0,00:00:00,,,,,,,,,,,,,
837,"team0320 华附15队 华南师范大学附属中学",0,00:00:00,,,,,,,,,,,,,
838,"team0323 acm1 湖北文理学院",0,00:00:00,,,,,,,,,,,,,
839,"team0345 mlp0oka 个人训练",0,00:00:00,,,,,,,,,,,,,
840,"team0347 吕院先锋 吕梁学院",0,00:00:00,,,,,,,,,,,,,
841,"team0356 HNUTEAM05 湖南大学",0,00:00:00,,,,,,,,,,,,,
842,"team0357 HNUTEAM06 湖南大学",0,00:00:00,,,,,,,,,,,,,
843,"team0363 Vitality 东南大学",0,00:00:00,,,,,,,,,,,,,
844,"team0394 南外11队 慈溪中学",0,00:00:00,,,,,,,,,,,,,
845,"team0395 九紫星 华南理工大学",0,00:00:00,,,,,,,,,,,,,
846,"team0397 SUSE-TOTOP 四川轻化工大学",0,00:00:00,,,,,,,,,,,,,
847,"team0460 NEU_Team18 东北大学",0,00:00:00,,,,,,,,,,,,,
848,"team0488 ecnu05 华东师范大学",0,00:00:00,,,,,,,,,,,,,
849,"team0495 木叶三忍 北京理工大学",0,00:00:00,,,,,,,,,,,,,
850,"team0498 清华附中1队 清华大学附属中学",0,00:00:00,,,,,,,,,,,,,
851,"team0503 清华3队 清华大学",0,00:00:00,,,,,,,,,,,,,
852,"team0504 清华4队 清华大学",0,00:00:00,,,,,,,,,,,,,
853,"team0505 清华5队 清华大学",0,00:00:00,,,,,,,,,,,,,
854,"team0506 清华6队 清华大学",0,00:00:00,,,,,,,,,,,,,
855,"team0507 清华7队 清华大学",0,00:00:00,,,,,,,,,,,,,
856,"team0508 清华8队 清华大学",0,00:00:00,,,,,,,,,,,,,
857,"team0509 清华9队 清华大学",0,00:00:00,,,,,,,,,,,,,
858,"team0512 北大2队 北京大学",0,00:00:00,,,,,,,,,,,,,
859,"team0514 北大4队 北京大学",0,00:00:00,,,,,,,,,,,,,
860,"team0515 北大5队 北京大学",0,00:00:00,,,,,,,,,,,,,
861,"team0516 北大6队 北京大学",0,00:00:00,,,,,,,,,,,,,
862,"team0517 北大7队 北京大学",0,00:00:00,,,,,,,,,,,,,
863,"team0518 北大8队 北京大学",0,00:00:00,,,,,,,,,,,,,
864,"team0519 北大9队 北京大学",0,00:00:00,,,,,,,,,,,,,
865,"team0520 北大10队 北京大学",0,00:00:00,,,,,,,,,,,,,
866,"team0521 南浦实验1队 温州市南浦实验中学",0,00:00:00,,,,,,,,,,,,,
867,"team0522 南浦实验2队 温州市南浦实验中学",0,00:00:00,,,,,,,,,,,,,
868,"team0523 南浦实验3队 温州市南浦实验中学",0,00:00:00,,,,,,,,,,,,,
869,"team0524 南浦实验4队 温州市南浦实验中学",0,00:00:00,,,,,,,,,,,,,
870,"team0525 南浦实验5队 温州市南浦实验中学",0,00:00:00,,,,,,,,,,,,,
871,"team0530 绍一5队 绍兴市第一中学",0,00:00:00,,,,,,,,,,,,,
872,"team0532 杭二2队 杭州市第二中学",0,00:00:00,,,,,,,,,,,,,
873,"team0533 杭二3队 杭州市第二中学",0,00:00:00,,,,,,,,,,,,,
874,"team0534 杭二4队 杭州市第二中学",0,00:00:00,,,,,,,,,,,,,
875,"team0535 杭二5队 杭州市第二中学",0,00:00:00,,,,,,,,,,,,,
876,"team0536 海亮1队 诸暨市海亮中学",0,00:00:00,,,,,,,,,,,,,
877,"team0537 海亮2队 诸暨市海亮中学",0,00:00:00,,,,,,,,,,,,,
878,"team0538 海亮3队 诸暨市海亮中学",0,00:00:00,,,,,,,,,,,,,
879,"team0539 海亮4队 诸暨市海亮中学",0,00:00:00,,,,,,,,,,,,,
880,"team0540 海亮5队 诸暨市海亮中学",0,00:00:00,,,,,,,,,,,,,
881,"team0541 海亮6队 诸暨市海亮中学",0,00:00:00,,,,,,,,,,,,,
882,"team0542 海亮7队 诸暨市海亮中学",0,00:00:00,,,,,,,,,,,,,
883,"team0543 海亮8队 诸暨市海亮中学",0,00:00:00,,,,,,,,,,,,,
884,"team0544 海亮9队 诸暨市海亮中学",0,00:00:00,,,,,,,,,,,,,
885,"team0545 海亮10队 诸暨市海亮中学",0,00:00:00,,,,,,,,,,,,,
886,"team0546 姚中1队 余姚中学",0,00:00:00,,,,,,,,,,,,,
887,"team0547 姚中2队 余姚中学",0,00:00:00,,,,,,,,,,,,,
888,"team0548 姚中3队 余姚中学",0,00:00:00,,,,,,,,,,,,,
889,"team0549 姚中4队 余姚中学",0,00:00:00,,,,,,,,,,,,,
890,"team0550 姚中5队 余姚中学",0,00:00:00,,,,,,,,,,,,,
891,"team0551 温中1队 温州中学",0,00:00:00,,,,,,,,,,,,,
892,"team0552 温中2队 温州中学",0,00:00:00,,,,,,,,,,,,,
893,"team0555 温中5队 温州中学",0,00:00:00,,,,,,,,,,,,,
894,"team0557 FZU2 福州大学",0,00:00:00,,,,,,,,,,,,,
895,"team0561 FZU6 福州大学",0,00:00:00,,,,,,,,,,,,,
896,"team0562 FZU7 福州大学",0,00:00:00,,,,,,,,,,,,,
897,"team0563 FZU8 福州大学",0,00:00:00,,,,,,,,,,,,,
898,"team0564 FZU9 福州大学",0,00:00:00,,,,,,,,,,,,,
899,"team0565 FZU10 福州大学",0,00:00:00,,,,,,,,,,,,,
900,"team0566 FZU11 福州大学",0,00:00:00,,,,,,,,,,,,,
901,"team0567 FZU12 福州大学",0,00:00:00,,,,,,,,,,,,,
902,"team0568 FZU13 福州大学",0,00:00:00,,,,,,,,,,,,,
903,"team0569 FZU14 福州大学",0,00:00:00,,,,,,,,,,,,,
904,"team0570 FZU15 福州大学",0,00:00:00,,,,,,,,,,,,,
905,"team0581 UESTC-1队 电子科技大学",0,00:00:00,,,,,,,,,,,,,
906,"team0588 UESTC-8队 电子科技大学",0,00:00:00,,,,,,,,,,,,,
907,"team0589 UESTC-9队 电子科技大学",0,00:00:00,,,,,,,,,,,,,
908,"team0590 UESTC-10队 电子科技大学",0,00:00:00,,,,,,,,,,,,,
909,"team0599 提姆南 天津大学",0,00:00:00,,,,,,,,,,,,,
910,"team0600 提姆特恩 天津大学",0,00:00:00,,,,,,,,,,,,,
911,"team0601 天大11队 天津大学",0,00:00:00,,,,,,,,,,,,,
912,"team0602 天大12队 天津大学",0,00:00:00,,,,,,,,,,,,,
913,"team0603 天大13队 天津大学",0,00:00:00,,,,,,,,,,,,,
914,"team0604 天大14队 天津大学",0,00:00:00,,,,,,,,,,,,,
915,"team0605 天大15队 天津大学",0,00:00:00,,,,,,,,,,,,,
916,"team0609 学军1队 学军中学",0,00:00:00,,,,,,,,,,,,,
917,"team0610 学军2队 学军中学",0,00:00:00,,,,,,,,,,,,,
918,"team0611 学军3队 学军中学",0,00:00:00,,,,,,,,,,,,,
919,"team0612 学军4队 学军中学",0,00:00:00,,,,,,,,,,,,,
920,"team0613 学军5队 学军中学",0,00:00:00,,,,,,,,,,,,,
921,"team0614 学军6队 学军中学",0,00:00:00,,,,,,,,,,,,,
922,"team0615 学军7队 学军中学",0,00:00:00,,,,,,,,,,,,,
923,"team0616 学军8队 学军中学",0,00:00:00,,,,,,,,,,,,,
924,"team0617 学军9队 学军中学",0,00:00:00,,,,,,,,,,,,,
925,"team0618 学军10队 学军中学",0,00:00:00,,,,,,,,,,,,,
926,"team0619 杭州育才1队 杭州育才中学",0,00:00:00,,,,,,,,,,,,,
927,"team0620 杭州育才2队 杭州育才中学",0,00:00:00,,,,,,,,,,,,,
928,"team0621 杭州育才3队 杭州育才中学",0,00:00:00,,,,,,,,,,,,,
929,"team0622 杭州育才4队 杭州育才中学",0,00:00:00,,,,,,,,,,,,,
930,"team0626 新生也疯狂-3 杭州电子科技大学",0,00:00:00,,,,,,,,,,,,,
931,"team0627 新生也疯狂-4 杭州电子科技大学",0,00:00:00,,,,,,,,,,,,,
932,"team0628 新生也疯狂-5 杭州电子科技大学",0,00:00:00,,,,,,,,,,,,,
933,"team0630 新生也疯狂-7 杭州电子科技大学",0,00:00:00,,,,,,,,,,,,,
934,"team0632 新生也疯狂-9 杭州电子科技大学",0,00:00:00,,,,,,,,,,,,,
935,"team0633 新生也疯狂-10 杭州电子科技大学",0,00:00:00,,,,,,,,,,,,,
936,"team0634 新生也疯狂-11 杭州电子科技大学",0,00:00:00,,,,,,,,,,,,,
937,"team0635 新生也疯狂-12 杭州电子科技大学",0,00:00:00,,,,,,,,,,,,,
938,"team0636 杭州育才5队 杭州育才中学",0,00:00:00,,,,,,,,,,,,,
939,"team0637 杭州育才6队 杭州育才中学",0,00:00:00,,,,,,,,,,,,,
940,"team0638 杭州育才7队 杭州育才中学",0,00:00:00,,,,,,,,,,,,,
941,"team0639 杭州育才8队 杭州育才中学",0,00:00:00,,,,,,,,,,,,,
942,"team0640 杭州育才9队 杭州育才中学",0,00:00:00,,,,,,,,,,,,,
943,"team0641 大山1队 大山中学",0,00:00:00,,,,,,,,,,,,,
944,"team0642 大山2队 大山中学",0,00:00:00,,,,,,,,,,,,,
945,"team0643 大山3队 大山中学",0,00:00:00,,,,,,,,,,,,,
946,"team0644 大山4队 大山中学",0,00:00:00,,,,,,,,,,,,,
947,"team0645 大山5队 大山中学",0,00:00:00,,,,,,,,,,,,,
948,"team0646 大山6队 大山中学",0,00:00:00,,,,,,,,,,,,,
949,"team0647 出题人也疯狂 四川大学",0,00:00:00,,,,,,,,,,,,,
950,"team0652 NJU-T02 南京大学",0,00:00:00,,,,,,,,,,,,,
951,"team0656 NJU-T06 南京大学",0,00:00:00,,,,,,,,,,,,,
952,"team0657 NJU-T07 南京大学",0,00:00:00,,,,,,,,,,,,,
953,"team0669 SWUN-T3 西南民族大学",0,00:00:00,,,,,,,,,,,,,
954,"team0690 njusz05 南京大学苏州校区",0,00:00:00,,,,,,,,,,,,,
955,"team0691 njusz06 南京大学苏州校区",0,00:00:00,,,,,,,,,,,,,
956,"team0693 AC小姐拜托了 南京理工大学紫金学院",0,00:00:00,,,,,,,,,,,,,
957,"team0698 scut5 华南理工大学",0,00:00:00,,,,,,,,,,,,,
958,"team0747 被ICPC暴打 哈尔滨工业大学（威海）",0,00:00:00,,,,,,,,,,,,,
959,"team0762 NFLS-T07 南京外国语学校",0,00:00:00,,,,,,,,,,,,,
960,"team0782 NFLS-T27 南京外国语学校",0,00:00:00,,,,,,,,,,,,,
961,"team0791 gy114514 广东广雅中学",0,00:00:00,,,,,,,,,,,,,
962,"team0826 不重要 华中科技大学",0,00:00:00,,,,,,,,,,,,,
963,"team0830 队名超过十个字了 华中科技大学",0,00:00:00,,,,,,,,,,,,,
964,"team0857 七星彩队 浙江工业大学",0,00:00:00,,,,,,,,,,,,,
965,"team0859 NJU-T18 南京大学",0,00:00:00,,,,,,,,,,,,,
966,"team0873 NUAA01 南京航空航天大学",0,00:00:00,,,,,,,,,,,,,
967,"team0874 NUAA02 南京航空航天大学",0,00:00:00,,,,,,,,,,,,,
968,"team0885 NUAA13 南京航空航天大学",0,00:00:00,,,,,,,,,,,,,
969,"team0900 厦大八队 厦门大学",0,00:00:00,,,,,,,,,,,,,
970,"team0916 2026杭电16队 杭州电子科技大学",0,00:00:00,,,,,,,,,,,,,
971,"team0917 2026杭电17队 杭州电子科技大学",0,00:00:00,,,,,,,,,,,,,
972,"team0918 2026杭电18队 杭州电子科技大学",0,00:00:00,,,,,,,,,,,,,
973,"team0931 fduteam11 复旦大学",0,00:00:00,,,,,,,,,,,,,
974,"team0956 请叫我南哥 个人训练",0,00:00:00,,,,,,,,,,,,,
975,"team0968 纪中1队 中山市中山纪念中学",0,00:00:00,,,,,,,,,,,,,
976,"team0969 纪中2队 中山市中山纪念中学",0,00:00:00,,,,,,,,,,,,,
977,"team0970 纪中3队 中山市中山纪念中学",0,00:00:00,,,,,,,,,,,,,
978,"team0971 纪中4队 中山市中山纪念中学",0,00:00:00,,,,,,,,,,,,,
979,"team0972 纪中5队 中山市中山纪念中学",0,00:00:00,,,,,,,,,,,,,
980,"team0973 纪中6队 中山市中山纪念中学",0,00:00:00,,,,,,,,,,,,,
981,"team0974 纪中7队 中山市中山纪念中学",0,00:00:00,,,,,,,,,,,,,
982,"team0975 纪中8队 中山市中山纪念中学",0,00:00:00,,,,,,,,,,,,,
983,"team0976 纪中9队 中山市中山纪念中学",0,00:00:00,,,,,,,,,,,,,
984,"team0977 纪中10队 中山市中山纪念中学",0,00:00:00,,,,,,,,,,,,,
985,"team0978 纪中11队 中山市中山纪念中学",0,00:00:00,,,,,,,,,,,,,
986,"team0979 纪中12队 中山市中山纪念中学",0,00:00:00,,,,,,,,,,,,,
987,"team0980 纪中13队 中山市中山纪念中学",0,00:00:00,,,,,,,,,,,,,
988,"team0985 模数不撞队 高老师训练营",0,00:00:00,,,,,,,,,,,,,
989,"team0989 山河9队 山河大学",0,00:00:00,,,,,,,,,,,,,
990,"team0990 山河10队 山河大学",0,00:00:00,,,,,,,,,,,,,
991,"team0991 山河11队 山河大学",0,00:00:00,,,,,,,,,,,,,
992,"team0992 山河12队 山河大学",0,00:00:00,,,,,,,,,,,,,
993,"team0993 山河13队 山河大学",0,00:00:00,,,,,,,,,,,,,
994,"team0994 山河14队 山河大学",0,00:00:00,,,,,,,,,,,,,
995,"team0995 山河15队 山河大学",0,00:00:00,,,,,,,,,,,,,
996,"team0996 山河16队 山河大学",0,00:00:00,,,,,,,,,,,,,
997,"team0997 山河17队 山河大学",0,00:00:00,,,,,,,,,,,,,
998,"team0998 山河18队 山河大学",0,00:00:00,,,,,,,,,,,,,
999,"team0999 山河19队 山河大学",0,00:00:00,,,,,,,,,,,,,
1000,"team1000 山河20队 山河大学",0,00:00:00,,,,,,,,,,,,,
1001,"team1001 山河21队 山河大学",0,00:00:00,,,,,,,,,,,,,
1002,"team1002 山河22队 山河大学",0,00:00:00,,,,,,,,,,,,,
1003,"team1003 山河23队 山河大学",0,00:00:00,,,,,,,,,,,,,
1004,"team1004 山河24队 山河大学",0,00:00:00,,,,,,,,,,,,,
1005,"team1005 山河25队 山河大学",0,00:00:00,,,,,,,,,,,,,
1006,"team1006 山河26队 山河大学",0,00:00:00,,,,,,,,,,,,,
1007,"team1007 山河27队 山河大学",0,00:00:00,,,,,,,,,,,,,
1008,"team1008 山河28队 山河大学",0,00:00:00,,,,,,,,,,,,,
1009,"team1009 山河29队 山河大学",0,00:00:00,,,,,,,,,,,,,
1010,"team1010 山河30队 山河大学",0,00:00:00,,,,,,,,,,,,,
1011,"team1011 山河31队 山河大学",0,00:00:00,,,,,,,,,,,,,
1012,"team1012 山河32队 山河大学",0,00:00:00,,,,,,,,,,,,,
1013,"team1013 山河33队 山河大学",0,00:00:00,,,,,,,,,,,,,
1014,"team1014 山河34队 山河大学",0,00:00:00,,,,,,,,,,,,,
1015,"team1015 山河35队 山河大学",0,00:00:00,,,,,,,,,,,,,
1016,"team1016 山河36队 山河大学",0,00:00:00,,,,,,,,,,,,,
1017,"team1017 山河37队 山河大学",0,00:00:00,,,,,,,,,,,,,
1018,"team1018 山河38队 山河大学",0,00:00:00,,,,,,,,,,,,,
1019,"team1019 山河39队 山河大学",0,00:00:00,,,,,,,,,,,,,
1020,"team1020 山河40队 山河大学",0,00:00:00,,,,,,,,,,,,,
1021,"team1021 山河41队 山河大学",0,00:00:00,,,,,,,,,,,,,
1022,"team1022 山河42队 山河大学",0,00:00:00,,,,,,,,,,,,,
1023,"team1023 山河43队 山河大学",0,00:00:00,,,,,,,,,,,,,
1024,"team1024 山河44队 山河大学",0,00:00:00,,,,,,,,,,,,,
1025,"team1025 山河45队 山河大学",0,00:00:00,,,,,,,,,,,,,
1026,"team1026 山河46队 山河大学",0,00:00:00,,,,,,,,,,,,,
1027,"team1027 山河47队 山河大学",0,00:00:00,,,,,,,,,,,,,
1028,"team1028 山河48队 山河大学",0,00:00:00,,,,,,,,,,,,,
1029,"team1029 山河49队 山河大学",0,00:00:00,,,,,,,,,,,,,
1030,"team1030 山河50队 山河大学",0,00:00:00,,,,,,,,,,,,,
1031,"team1031 山河51队 山河大学",0,00:00:00,,,,,,,,,,,,,
1032,"team1032 山河52队 山河大学",0,00:00:00,,,,,,,,,,,,,
1033,"team1033 山河53队 山河大学",0,00:00:00,,,,,,,,,,,,,
1034,"team1034 山河54队 山河大学",0,00:00:00,,,,,,,,,,,,,
1035,"team1035 山河55队 山河大学",0,00:00:00,,,,,,,,,,,,,
1036,"team1036 山河56队 山河大学",0,00:00:00,,,,,,,,,,,,,
1037,"team1037 山河57队 山河大学",0,00:00:00,,,,,,,,,,,,,
1038,"team1038 山河58队 山河大学",0,00:00:00,,,,,,,,,,,,,
1039,"team1039 山河59队 山河大学",0,00:00:00,,,,,,,,,,,,,
1040,"team1040 山河60队 山河大学",0,00:00:00,,,,,,,,,,,,,
